274	UNK	178	them than	a lioa	a lion	would; soft
275	period	179	wars, conspiracies	and murders,	and murders.	The fountain
276	UNK	179	more. Never	be that-desire	be that desire	mine; let
277	UNK	185	sick servant	as undergomg	as undergoing	torture, he
278	UNK	185	have a	fine day?''	fine day?'	‘If God
279	UNK	185	curse not	thy friend!'	thy friend'	he retorted,
280	UNK	185	said; ‘so	is “minutely”;	is "minutely";	we have
281	UNK	185	man is	heavily weighed,”	heavily weighed,'	one man
282	UNK	187	him committing	a solecism,	a solecism;	would 5
283	UNK	188	like. An	outrage agaiust	outrage against	you is
284	UNK	189	it is	in his.	in his	It is
285	UNK	190	we find	us seats:	us seats	elsewhere. It
286	UNK	190	the rest	another time	another time.	H. <choice><sic>&amp;</sic><corr>Let
